ensembl_gene_id	NC1	NC2	NORAD.kd	external_gene_name	gene_biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000114023	110	63	60	FAM162A	protein_coding	-0.55	6.3	1.7	0.19	0.35
ENSG00000116096	10	11	6.5	SPR	protein_coding	-0.72	3.2	1.7	0.19	0.35
ENSG00000116750	83	100	140	UCHL5	protein_coding	0.55	6.7	1.7	0.19	0.35
ENSG00000119522	23	29	17	DENND1A	protein_coding	-0.59	4.5	1.7	0.19	0.35
ENSG00000120685	33	24	42	PROSER1	protein_coding	0.55	5.1	1.7	0.19	0.35
ENSG00000121210	56	46	35	TMEM131L	protein_coding	-0.55	5.5	1.7	0.19	0.35
ENSG00000124541	64	59	42	RRP36	protein_coding	-0.54	5.8	1.7	0.19	0.35
ENSG00000130935	120	73	140	NOL11	protein_coding	0.55	6.8	1.7	0.19	0.35
ENSG00000133134	44	16	20	BEX2	protein_coding	-0.59	4.7	1.7	0.19	0.35
ENSG00000141424	90	57	110	SLC39A6	protein_coding	0.54	6.4	1.7	0.19	0.35
ENSG00000141622	30	36	22	RNF165	protein_coding	-0.59	4.9	1.7	0.19	0.35
ENSG00000141627	26	24	37	DYM	protein_coding	0.56	4.9	1.7	0.19	0.35
ENSG00000143815	240	220	340	LBR	protein_coding	0.58	8.1	1.7	0.19	0.35
ENSG00000144596	4.9	3.5	7.1	GRIP2	protein_coding	0.77	2.4	1.7	0.19	0.35
ENSG00000146776	12	14	8.3	ATXN7L1	protein_coding	-0.67	3.5	1.7	0.19	0.35
ENSG00000147251	15	11	20	DOCK11	protein_coding	0.61	3.9	1.7	0.19	0.35
ENSG00000147684	260	240	170	NDUFB9	protein_coding	-0.6	7.8	1.7	0.19	0.35
ENSG00000154803	7	6.6	11	FLCN	protein_coding	0.7	3.1	1.7	0.19	0.35
ENSG00000155508	47	42	64	CNOT8	protein_coding	0.52	5.7	1.7	0.19	0.35
ENSG00000158691	26	32	19	ZSCAN12	protein_coding	-0.59	4.7	1.7	0.19	0.35
ENSG00000160917	24	28	38	CPSF4	protein_coding	0.56	4.9	1.7	0.19	0.35
ENSG00000166326	43	53	33	TRIM44	protein_coding	-0.56	5.4	1.7	0.19	0.35
ENSG00000169609	33	40	25	C15orf40	protein_coding	-0.58	5	1.7	0.19	0.35
ENSG00000170836	40	32	24	PPM1D	protein_coding	-0.58	5	1.7	0.19	0.35
ENSG00000172757	570	910	480	CFL1	protein_coding	-0.63	9.4	1.7	0.19	0.35
ENSG00000175040	13	32	14	CHST2	protein_coding	-0.61	4.3	1.7	0.19	0.35
ENSG00000175166	230	420	210	PSMD2	protein_coding	-0.6	8.2	1.7	0.19	0.35
ENSG00000177556	20	18	12	ATOX1	protein_coding	-0.63	4.1	1.7	0.19	0.35
ENSG00000181192	140	150	96	DHTKD1	protein_coding	-0.58	7	1.7	0.19	0.35
ENSG00000196236	44	38	28	XPNPEP3	protein_coding	-0.57	5.2	1.7	0.19	0.35
ENSG00000196867	4.1	4.5	7.3	ZFP28	protein_coding	0.76	2.4	1.7	0.19	0.35
ENSG00000203791	5.3	6.8	9.9	EEF1AKMT2	protein_coding	0.73	2.9	1.7	0.19	0.35
ENSG00000204152	7	11	5.3	TIMM23B	protein_coding	-0.75	3	1.7	0.19	0.35
ENSG00000226950	84	65	51	DANCR	processed_transcript	-0.54	6.1	1.7	0.19	0.35
ENSG00000227036	6	11	5.1	LINC00511	lincRNA	-0.76	2.9	1.7	0.19	0.35
ENSG00000231764	13	11	18	DLX6-AS1	antisense_RNA	0.62	3.8	1.7	0.19	0.35
ENSG00000254999	70	63	46	BRK1	protein_coding	-0.54	5.9	1.7	0.19	0.35
ENSG00000272886	25	35	20	DCP1A	protein_coding	-0.58	4.7	1.7	0.19	0.35
ENSG00000280079	2.8	5.1	6.7	AC011447.7	TEC	0.77	2.3	1.7	0.19	0.35
ENSG00000001461	14	8.4	6.9	NIPAL3	protein_coding	-0.7	3.3	1.7	0.19	0.36
ENSG00000003509	24	30	18	NDUFAF7	protein_coding	-0.58	4.6	1.7	0.2	0.36
ENSG00000064115	100	120	75	TM7SF3	protein_coding	-0.56	6.6	1.7	0.2	0.36
ENSG00000076201	8.3	16	18	PTPN23	protein_coding	0.61	3.8	1.7	0.19	0.36
ENSG00000078304	160	87	180	PPP2R5C	protein_coding	0.55	7.1	1.6	0.2	0.36
ENSG00000084754	600	650	410	HADHA	protein_coding	-0.61	9.1	1.7	0.2	0.36
ENSG00000089775	22	18	30	ZBTB25	protein_coding	0.56	4.6	1.7	0.19	0.36
ENSG00000100124	28	24	17	ANKRD54	protein_coding	-0.59	4.5	1.7	0.19	0.36
ENSG00000100413	28	41	50	POLR3H	protein_coding	0.53	5.3	1.7	0.2	0.36
ENSG00000101333	160	140	100	PLCB4	protein_coding	-0.58	7.1	1.7	0.2	0.36
ENSG00000103047	25	32	19	TANGO6	protein_coding	-0.58	4.7	1.6	0.2	0.36
ENSG00000103222	180	200	120	ABCC1	protein_coding	-0.58	7.4	1.7	0.2	0.36
ENSG00000103264	18	16	25	FBXO31	protein_coding	0.57	4.3	1.7	0.2	0.36
ENSG00000105849	48	37	61	TWISTNB	protein_coding	0.51	5.6	1.7	0.2	0.36
ENSG00000108854	30	31	20	SMURF2	protein_coding	-0.57	4.8	1.6	0.2	0.36
ENSG00000109881	29	41	24	CCDC34	protein_coding	-0.57	5	1.7	0.2	0.36
ENSG00000114126	110	56	57	TFDP2	protein_coding	-0.55	6.2	1.7	0.19	0.36
ENSG00000116205	20	18	12	TCEANC2	protein_coding	-0.62	4.1	1.7	0.19	0.36
ENSG00000119383	66	93	120	PTPA	protein_coding	0.53	6.5	1.7	0.2	0.36
ENSG00000119865	83	80	56	CNRIP1	protein_coding	-0.54	6.2	1.6	0.2	0.36
ENSG00000120370	18	18	12	GORAB	protein_coding	-0.62	4	1.7	0.2	0.36
ENSG00000125462	19	17	12	C1orf61	protein_coding	-0.62	4	1.7	0.19	0.36
ENSG00000125875	24	29	18	TBC1D20	protein_coding	-0.58	4.6	1.7	0.2	0.36
ENSG00000126005	15	14	9.2	MMP24OS	protein_coding	-0.65	3.7	1.7	0.19	0.36
ENSG00000126803	8.4	12	6.1	HSPA2	protein_coding	-0.72	3.1	1.7	0.2	0.36
ENSG00000127124	5.7	11	5.1	HIVEP3	protein_coding	-0.75	2.9	1.6	0.2	0.36
ENSG00000127419	4.4	5.9	8.6	TMEM175	protein_coding	0.74	2.7	1.7	0.19	0.36
ENSG00000134138	200	280	160	MEIS2	protein_coding	-0.59	7.7	1.7	0.2	0.36
ENSG00000134901	47	44	31	KDELC1	protein_coding	-0.54	5.3	1.6	0.2	0.36
ENSG00000138107	110	160	91	ACTR1A	protein_coding	-0.57	6.9	1.7	0.19	0.36
ENSG00000138376	21	27	35	BARD1	protein_coding	0.55	4.8	1.7	0.2	0.36
ENSG00000138430	140	120	88	OLA1	protein_coding	-0.57	6.9	1.7	0.2	0.36
ENSG00000139842	150	180	110	CUL4A	protein_coding	-0.58	7.2	1.7	0.2	0.36
ENSG00000146083	41	46	62	RNF44	protein_coding	0.51	5.6	1.6	0.2	0.36
ENSG00000147852	30	26	41	VLDLR	protein_coding	0.55	5	1.7	0.19	0.36
ENSG00000148943	34	14	35	LIN7C	protein_coding	0.55	4.8	1.7	0.2	0.36
ENSG00000152495	120	140	190	CAMK4	protein_coding	0.55	7.2	1.7	0.2	0.36
ENSG00000155090	44	40	29	KLF10	protein_coding	-0.56	5.2	1.7	0.2	0.36
ENSG00000158773	62	73	47	USF1	protein_coding	-0.53	5.9	1.6	0.2	0.36
ENSG00000163596	6.9	7.3	11	ICA1L	protein_coding	0.68	3.1	1.6	0.2	0.36
ENSG00000164961	52	43	67	WASHC5	protein_coding	0.51	5.8	1.7	0.2	0.36
ENSG00000166002	21	34	18	SMCO4	protein_coding	-0.58	4.6	1.7	0.2	0.36
ENSG00000168824	49	62	38	NSG1	protein_coding	-0.54	5.6	1.7	0.19	0.36
ENSG00000169084	14	10	7.8	DHRSX	protein_coding	-0.67	3.4	1.6	0.2	0.36
ENSG00000170017	270	340	450	ALCAM	protein_coding	0.57	8.5	1.6	0.2	0.36
ENSG00000171223	17	14	23	JUNB	protein_coding	0.58	4.2	1.7	0.19	0.36
ENSG00000171262	57	73	93	FAM98B	protein_coding	0.52	6.2	1.6	0.2	0.36
ENSG00000173120	130	170	100	KDM2A	protein_coding	-0.58	7.1	1.7	0.2	0.36
ENSG00000173848	100	100	71	NET1	protein_coding	-0.56	6.5	1.7	0.2	0.36
ENSG00000176986	100	150	85	SEC24C	protein_coding	-0.57	6.8	1.7	0.2	0.36
ENSG00000177383	74	89	56	MAGEF1	protein_coding	-0.54	6.2	1.7	0.2	0.36
ENSG00000182173	17	17	25	TSEN54	protein_coding	0.57	4.3	1.7	0.2	0.36
ENSG00000185033	14	7.8	17	SEMA4B	protein_coding	0.62	3.7	1.7	0.19	0.36
ENSG00000185559	620	460	820	DLK1	protein_coding	0.59	9.3	1.7	0.19	0.36
ENSG00000186174	14	12	19	BCL9L	protein_coding	0.59	3.9	1.6	0.2	0.36
ENSG00000187446	110	150	88	CHP1	protein_coding	-0.56	6.9	1.6	0.2	0.36
ENSG00000189007	13	11	18	ADAT2	protein_coding	0.6	3.8	1.6	0.2	0.36
ENSG00000197021	13	16	9.3	CXorf40B	protein_coding	-0.64	3.7	1.6	0.2	0.36
ENSG00000198841	15	16	9.9	KTI12	protein_coding	-0.64	3.8	1.7	0.19	0.36
ENSG00000203880	69	66	97	PCMTD2	protein_coding	0.53	6.3	1.7	0.2	0.36
ENSG00000204351	22	27	36	SKIV2L	protein_coding	0.55	4.8	1.6	0.2	0.36
ENSG00000204435	16	17	11	CSNK2B	protein_coding	-0.62	3.9	1.6	0.2	0.36
ENSG00000204991	11	4.6	12	SPIRE2	protein_coding	0.67	3.2	1.7	0.2	0.36
ENSG00000214960	6.1	4.2	8.6	ISPD	protein_coding	0.73	2.7	1.7	0.2	0.36
ENSG00000224051	3.2	5.7	7.3	CPTP	protein_coding	0.74	2.5	1.6	0.2	0.36
ENSG00000224470	57	78	47	ATXN1L	protein_coding	-0.53	5.9	1.6	0.2	0.36
ENSG00000234456	14	14	21	MAGI2-AS3	processed_transcript	0.58	4	1.6	0.2	0.36
ENSG00000243335	13	15	8.9	KCTD7	protein_coding	-0.65	3.6	1.7	0.19	0.36
ENSG00000244005	29	26	19	NFS1	protein_coding	-0.58	4.6	1.6	0.2	0.36
ENSG00000254293	12	9.3	6.5	AC026688.2	lincRNA	-0.7	3.2	1.6	0.2	0.36
ENSG00000255302	150	150	220	EID1	protein_coding	0.55	7.5	1.6	0.2	0.36
ENSG00000255310	3.4	4.8	6.9	AF131215.5	sense_intronic	0.76	2.4	1.7	0.2	0.36
ENSG00000259834	2	5.6	6.3	AL365361.1	lincRNA	0.76	2.2	1.7	0.2	0.36
ENSG00000267680	9.2	6.3	12	ZNF224	protein_coding	0.67	3.2	1.7	0.19	0.36
ENSG00000268912	6.3	7.8	4.1	AC012313.5	lincRNA	-0.79	2.6	1.7	0.19	0.36
ENSG00000277258	63	61	43	PCGF2	protein_coding	-0.53	5.8	1.7	0.2	0.36
ENSG00000052841	74	59	46	TTC17	protein_coding	-0.53	5.9	1.6	0.2	0.37
ENSG00000064419	130	190	110	TNPO3	protein_coding	-0.57	7.1	1.6	0.2	0.37
ENSG00000066084	110	200	110	DIP2B	protein_coding	-0.56	7.1	1.6	0.21	0.37
ENSG00000078967	45	34	27	UBE2D4	protein_coding	-0.55	5.1	1.6	0.2	0.37
ENSG00000088812	90	87	61	ATRN	protein_coding	-0.54	6.3	1.6	0.21	0.37
ENSG00000089091	5.9	6.9	3.7	DZANK1	protein_coding	-0.77	2.5	1.6	0.21	0.37
ENSG00000091844	8.4	10	14	RGS17	protein_coding	0.63	3.5	1.6	0.2	0.37
ENSG00000103111	47	41	30	MON1B	protein_coding	-0.54	5.3	1.6	0.2	0.37
ENSG00000104219	37	62	70	ZDHHC2	protein_coding	0.5	5.8	1.6	0.21	0.37
ENSG00000105085	7.2	9.7	5	MED26	protein_coding	-0.74	2.9	1.6	0.2	0.37
ENSG00000109920	80	75	54	FNBP4	protein_coding	-0.53	6.1	1.6	0.21	0.37
ENSG00000111144	140	19	110	LTA4H	protein_coding	0.52	6.5	1.6	0.21	0.37
ENSG00000112941	31	19	36	PAPD7	protein_coding	0.54	4.9	1.6	0.21	0.37
ENSG00000113638	13	9.3	17	TTC33	protein_coding	0.6	3.7	1.6	0.21	0.37
ENSG00000116497	16	13	22	S100PBP	protein_coding	0.57	4.1	1.6	0.21	0.37
ENSG00000119537	12	11	17	KDSR	protein_coding	0.6	3.8	1.6	0.21	0.37
ENSG00000119771	24	35	20	KLHL29	protein_coding	-0.57	4.7	1.6	0.21	0.37
ENSG00000119900	32	27	42	OGFRL1	protein_coding	0.53	5.1	1.6	0.21	0.37
ENSG00000122417	3.5	4.1	6.4	ODF2L	protein_coding	0.75	2.2	1.6	0.2	0.37
ENSG00000123636	51	51	35	BAZ2B	protein_coding	-0.53	5.5	1.6	0.2	0.37
ENSG00000130340	46	51	33	SNX9	protein_coding	-0.53	5.4	1.6	0.21	0.37
ENSG00000130347	10	7.9	14	RTN4IP1	protein_coding	0.63	3.5	1.6	0.2	0.37
ENSG00000131941	19	31	17	RHPN2	protein_coding	-0.58	4.5	1.6	0.2	0.37
ENSG00000132394	37	38	25	EEFSEC	protein_coding	-0.55	5.1	1.6	0.2	0.37
ENSG00000133398	37	26	21	MED10	protein_coding	-0.57	4.8	1.6	0.2	0.37
ENSG00000134954	75	98	60	ETS1	protein_coding	-0.53	6.3	1.6	0.21	0.37
ENSG00000136100	49	49	34	VPS36	protein_coding	-0.54	5.5	1.6	0.2	0.37
ENSG00000137070	8.8	6.9	12	IL11RA	protein_coding	0.66	3.3	1.6	0.2	0.37
ENSG00000138002	50	65	40	IFT172	protein_coding	-0.52	5.7	1.6	0.2	0.37
ENSG00000138778	77	110	130	CENPE	protein_coding	0.53	6.7	1.6	0.21	0.37
ENSG00000140320	35	35	51	BAHD1	protein_coding	0.52	5.3	1.6	0.2	0.37
ENSG00000143363	35	22	20	PRUNE1	protein_coding	-0.57	4.7	1.6	0.21	0.37
ENSG00000146109	27	16	32	ABT1	protein_coding	0.55	4.6	1.6	0.2	0.37
ENSG00000146540	92	110	68	C7orf50	protein_coding	-0.55	6.5	1.6	0.2	0.37
ENSG00000149547	120	97	160	EI24	protein_coding	0.54	7	1.6	0.2	0.37
ENSG00000158636	43	32	25	EMSY	protein_coding	-0.55	5.1	1.6	0.21	0.37
ENSG00000158710	85	130	73	TAGLN2	protein_coding	-0.55	6.6	1.6	0.2	0.37
ENSG00000161671	67	55	87	EMC10	protein_coding	0.51	6.1	1.6	0.21	0.37
ENSG00000163832	16	18	25	ELP6	protein_coding	0.56	4.3	1.6	0.21	0.37
ENSG00000170854	91	120	72	RIOX2	protein_coding	-0.55	6.6	1.6	0.2	0.37
ENSG00000172086	13	2.9	4.7	KRCC1	protein_coding	-0.75	2.8	1.6	0.21	0.37
ENSG00000178229	8	11	5.7	ZNF543	protein_coding	-0.72	3	1.6	0.21	0.37
ENSG00000178802	56	55	39	MPI	protein_coding	-0.52	5.6	1.6	0.21	0.37
ENSG00000183624	87	96	63	HMCES	protein_coding	-0.54	6.4	1.6	0.2	0.37
ENSG00000185236	30	28	19	RAB11B	protein_coding	-0.57	4.7	1.6	0.2	0.37
ENSG00000185774	8	8.4	13	KCNIP4	protein_coding	0.65	3.3	1.6	0.2	0.37
ENSG00000187601	19	13	10	MAGEH1	protein_coding	-0.62	3.8	1.6	0.21	0.37
ENSG00000196456	5	5.6	8.7	ZNF775	protein_coding	0.72	2.7	1.6	0.2	0.37
ENSG00000198258	120	72	67	UBL5	protein_coding	-0.54	6.4	1.6	0.21	0.37
ENSG00000198399	56	59	40	ITSN2	protein_coding	-0.52	5.7	1.6	0.21	0.37
ENSG00000198826	88	130	160	ARHGAP11A	protein_coding	0.54	7	1.6	0.2	0.37
ENSG00000198917	27	22	36	SPOUT1	protein_coding	0.54	4.8	1.6	0.21	0.37
ENSG00000240344	10	6.6	13	PPIL3	protein_coding	0.64	3.3	1.6	0.2	0.37
ENSG00000272335	7.3	6.4	11	AC093297.2	lincRNA	0.67	3.1	1.6	0.21	0.37
ENSG00000007047	29	31	20	MARK4	protein_coding	-0.56	4.7	1.5	0.21	0.38
ENSG00000038382	130	210	120	TRIO	protein_coding	-0.56	7.2	1.6	0.21	0.38
ENSG00000063244	250	280	180	U2AF2	protein_coding	-0.56	7.9	1.5	0.22	0.38
ENSG00000064652	6.5	5	9.3	SNX24	protein_coding	0.69	2.8	1.5	0.22	0.38
ENSG00000065600	22	12	25	TMEM206	protein_coding	0.55	4.3	1.5	0.21	0.38
ENSG00000067560	410	450	290	RHOA	protein_coding	-0.58	8.6	1.6	0.21	0.38
ENSG00000071889	6.2	8.2	11	FAM3A	protein_coding	0.66	3.1	1.6	0.21	0.38
ENSG00000074266	23	22	32	EED	protein_coding	0.54	4.7	1.5	0.21	0.38
ENSG00000086015	34	62	34	MAST2	protein_coding	-0.52	5.4	1.5	0.22	0.38
ENSG00000089063	88	58	100	TMEM230	protein_coding	0.51	6.4	1.5	0.22	0.38
ENSG00000090863	200	200	140	GLG1	protein_coding	-0.56	7.5	1.5	0.22	0.38
ENSG00000090924	37	56	32	PLEKHG2	protein_coding	-0.53	5.4	1.6	0.21	0.38
ENSG00000099194	790	1100	620	SCD	protein_coding	-0.6	9.7	1.5	0.21	0.38
ENSG00000100580	63	57	85	TMED8	protein_coding	0.5	6.1	1.5	0.21	0.38
ENSG00000100926	4.4	9.6	4.1	TM9SF1	protein_coding	-0.76	2.6	1.5	0.21	0.38
ENSG00000101544	27	19	34	ADNP2	protein_coding	0.54	4.7	1.6	0.21	0.38
ENSG00000105953	85	150	81	OGDH	protein_coding	-0.54	6.7	1.5	0.22	0.38
ENSG00000107341	100	87	65	UBE2R2	protein_coding	-0.54	6.4	1.6	0.21	0.38
ENSG00000109062	24	30	18	SLC9A3R1	protein_coding	-0.56	4.6	1.5	0.21	0.38
ENSG00000109339	16	18	11	MAPK10	protein_coding	-0.6	3.9	1.5	0.22	0.38
ENSG00000113716	54	69	43	HMGXB3	protein_coding	-0.51	5.8	1.6	0.21	0.38
ENSG00000115355	120	86	150	CCDC88A	protein_coding	0.53	6.9	1.6	0.21	0.38
ENSG00000116885	7.5	5.5	3.8	OSCP1	protein_coding	-0.77	2.5	1.6	0.21	0.38
ENSG00000119446	21	26	34	RBM18	protein_coding	0.54	4.8	1.6	0.21	0.38
ENSG00000119729	25	29	39	RHOQ	protein_coding	0.53	4.9	1.6	0.21	0.38
ENSG00000120738	14	16	9.8	EGR1	protein_coding	-0.61	3.7	1.5	0.22	0.38
ENSG00000121578	31	37	23	B4GALT4	protein_coding	-0.55	4.9	1.6	0.21	0.38
ENSG00000122783	33	48	28	C7orf49	protein_coding	-0.54	5.2	1.5	0.22	0.38
ENSG00000129197	97	94	66	RPAIN	protein_coding	-0.53	6.4	1.6	0.21	0.38
ENSG00000130449	19	19	13	ZSWIM6	protein_coding	-0.59	4.1	1.5	0.22	0.38
ENSG00000131127	23	22	15	ZNF141	protein_coding	-0.58	4.3	1.6	0.21	0.38
ENSG00000135472	31	24	40	FAIM2	protein_coding	0.53	5	1.6	0.21	0.38
ENSG00000135631	7.8	4.2	9.7	RAB11FIP5	protein_coding	0.68	2.9	1.5	0.21	0.38
ENSG00000135679	80	60	99	MDM2	protein_coding	0.51	6.3	1.5	0.21	0.38
ENSG00000135845	23	27	36	PIGC	protein_coding	0.53	4.8	1.6	0.21	0.38
ENSG00000136527	390	420	270	TRA2B	protein_coding	-0.58	8.5	1.6	0.21	0.38
ENSG00000137413	19	26	15	TAF8	protein_coding	-0.58	4.3	1.6	0.21	0.38
ENSG00000141367	360	420	580	CLTC	protein_coding	0.56	8.8	1.6	0.21	0.38
ENSG00000143344	32	32	22	RGL1	protein_coding	-0.56	4.8	1.6	0.21	0.38
ENSG00000143390	97	88	64	RFX5	protein_coding	-0.53	6.4	1.5	0.21	0.38
ENSG00000143401	590	690	420	ANP32E	protein_coding	-0.6	9.1	1.6	0.21	0.38
ENSG00000144451	12	13	19	SPAG16	protein_coding	0.57	3.9	1.5	0.22	0.38
ENSG00000146648	110	210	110	EGFR	protein_coding	-0.55	7.2	1.5	0.21	0.38
ENSG00000152117	15	16	10	AC073869.1	transcribed_processed_pseudogene	-0.61	3.8	1.5	0.21	0.38
ENSG00000158402	25	14	13	CDC25C	protein_coding	-0.58	4.1	1.5	0.22	0.38
ENSG00000160710	490	620	370	ADAR	protein_coding	-0.59	8.9	1.5	0.21	0.38
ENSG00000160752	190	250	150	FDPS	protein_coding	-0.57	7.6	1.6	0.21	0.38
ENSG00000160961	14	16	9.8	ZNF333	protein_coding	-0.62	3.7	1.6	0.21	0.38
ENSG00000162849	140	190	110	KIF26B	protein_coding	-0.56	7.2	1.6	0.21	0.38
ENSG00000163960	74	78	110	UBXN7	protein_coding	0.51	6.4	1.5	0.22	0.38
ENSG00000164091	89	84	120	WDR82	protein_coding	0.52	6.6	1.5	0.22	0.38
ENSG00000164741	81	93	61	DLC1	protein_coding	-0.53	6.3	1.6	0.21	0.38
ENSG00000165948	4.2	4.7	7.3	IFI27L1	protein_coding	0.73	2.5	1.6	0.21	0.38
ENSG00000167112	96	72	58	TRUB2	protein_coding	-0.53	6.2	1.6	0.21	0.38
ENSG00000168807	33	32	46	SNTB2	protein_coding	0.51	5.2	1.5	0.22	0.38
ENSG00000169951	19	17	12	ZNF764	protein_coding	-0.59	4	1.6	0.21	0.38
ENSG00000170266	35	31	23	GLB1	protein_coding	-0.55	4.9	1.6	0.21	0.38
ENSG00000170315	670	640	430	UBB	protein_coding	-0.59	9.2	1.6	0.21	0.38
ENSG00000171094	18	20	12	ALK	protein_coding	-0.59	4.1	1.6	0.21	0.38
ENSG00000171517	49	38	30	LPAR3	protein_coding	-0.53	5.3	1.5	0.22	0.38
ENSG00000174989	35	42	26	FBXW8	protein_coding	-0.54	5.1	1.5	0.21	0.38
ENSG00000175573	7.9	3.3	9.2	C11orf68	protein_coding	0.7	2.8	1.6	0.21	0.38
ENSG00000176715	23	33	19	ACSF3	protein_coding	-0.56	4.7	1.5	0.21	0.38
ENSG00000178096	8.1	12	6.2	BOLA1	protein_coding	-0.7	3.1	1.6	0.21	0.38
ENSG00000178425	32	46	27	NT5DC1	protein_coding	-0.55	5.1	1.6	0.21	0.38
ENSG00000181026	61	50	79	AEN	protein_coding	0.5	6	1.6	0.21	0.38
ENSG00000182621	81	120	68	PLCB1	protein_coding	-0.54	6.5	1.6	0.21	0.38
ENSG00000185697	5.2	1.5	5.7	MYBL1	protein_coding	0.74	2.1	1.6	0.21	0.38
ENSG00000187866	11	10	16	FAM122A	protein_coding	0.59	3.7	1.6	0.21	0.38
ENSG00000196159	23	42	22	FAT4	protein_coding	-0.55	4.9	1.5	0.22	0.38
ENSG00000198700	320	350	220	IPO9	protein_coding	-0.57	8.2	1.5	0.21	0.38
ENSG00000203760	31	42	25	CENPW	protein_coding	-0.55	5	1.6	0.21	0.38
ENSG00000204681	14	18	10	GABBR1	protein_coding	-0.61	3.8	1.6	0.21	0.38
ENSG00000212978	10	9.3	5.9	AC016747.1	processed_transcript	-0.7	3.1	1.5	0.21	0.38
ENSG00000237836	15	12	8.7	PHKA2-AS1	antisense_RNA	-0.63	3.6	1.6	0.21	0.38
ENSG00000241553	20	16	27	ARPC4	protein_coding	0.55	4.4	1.6	0.21	0.38
ENSG00000248092	33	37	24	NNT-AS1	antisense_RNA	-0.55	5	1.5	0.22	0.38
ENSG00000259820	9.2	11	15	AC083843.2	lincRNA	0.6	3.6	1.5	0.22	0.38
ENSG00000279207	15	19	25	AC015813.6	TEC	0.55	4.3	1.5	0.22	0.38
ENSG00000010244	160	300	160	ZNF207	protein_coding	-0.55	7.7	1.5	0.23	0.39
ENSG00000012822	24	9.9	11	CALCOCO1	protein_coding	-0.59	3.9	1.5	0.22	0.39
ENSG00000012963	150	81	78	UBR7	protein_coding	-0.54	6.7	1.5	0.22	0.39
ENSG00000044446	13	13	8.4	PHKA2	protein_coding	-0.62	3.5	1.5	0.22	0.39
ENSG00000066651	12	5.4	13	TRMT11	protein_coding	0.61	3.4	1.5	0.23	0.39
ENSG00000074695	92	70	110	LMAN1	protein_coding	0.5	6.5	1.5	0.22	0.39
ENSG00000075213	11	16	8.8	SEMA3A	protein_coding	-0.62	3.6	1.5	0.22	0.39
ENSG00000080824	6500	3900	3400	HSP90AA1	protein_coding	-0.63	12	1.5	0.22	0.39
ENSG00000085185	12	9.5	6.7	BCORL1	protein_coding	-0.67	3.2	1.5	0.22	0.39
ENSG00000089234	32	27	20	BRAP	protein_coding	-0.55	4.7	1.5	0.22	0.39
ENSG00000091136	420	410	280	LAMB1	protein_coding	-0.57	8.5	1.5	0.22	0.39
ENSG00000099326	7.9	6	11	MZF1	protein_coding	0.66	3.1	1.5	0.22	0.39
ENSG00000100083	21	19	29	GGA1	protein_coding	0.53	4.5	1.5	0.23	0.39
ENSG00000100354	50	57	38	TNRC6B	protein_coding	-0.51	5.6	1.5	0.22	0.39
ENSG00000100711	9.9	10	15	ZFYVE21	protein_coding	0.59	3.6	1.5	0.22	0.39
ENSG00000100916	24	13	27	BRMS1L	protein_coding	0.54	4.4	1.5	0.22	0.39
ENSG00000100918	16	16	23	REC8	protein_coding	0.54	4.2	1.5	0.22	0.39
ENSG00000101972	200	150	250	STAG2	protein_coding	0.53	7.6	1.5	0.22	0.39
ENSG00000103707	22	10	24	MTFMT	protein_coding	0.54	4.2	1.5	0.23	0.39
ENSG00000104213	8.1	7.5	4.7	PDGFRL	protein_coding	-0.73	2.8	1.5	0.22	0.39
ENSG00000104412	39	18	41	EMC2	protein_coding	0.52	5	1.5	0.22	0.39
ENSG00000104695	55	47	71	PPP2CB	protein_coding	0.49	5.9	1.5	0.22	0.39
ENSG00000105486	47	72	42	LIG1	protein_coding	-0.5	5.7	1.5	0.22	0.39
ENSG00000106635	30	43	25	BCL7B	protein_coding	-0.53	5	1.5	0.23	0.39
ENSG00000107282	20	34	18	APBA1	protein_coding	-0.55	4.6	1.5	0.23	0.39
ENSG00000111266	50	52	36	DUSP16	protein_coding	-0.51	5.5	1.5	0.22	0.39
ENSG00000112031	19	24	15	MTRF1L	protein_coding	-0.57	4.3	1.5	0.22	0.39
ENSG00000112167	3.4	4.8	6.8	SAYSD1	protein_coding	0.72	2.4	1.5	0.22	0.39
ENSG00000112624	25	22	16	BICRAL	protein_coding	-0.56	4.4	1.5	0.22	0.39
ENSG00000113048	110	130	82	MRPS27	protein_coding	-0.54	6.7	1.5	0.22	0.39
ENSG00000114125	38	38	54	RNF7	protein_coding	0.5	5.4	1.5	0.22	0.39
ENSG00000114520	52	41	65	SNX4	protein_coding	0.48	5.7	1.5	0.22	0.39
ENSG00000116062	200	180	130	MSH6	protein_coding	-0.54	7.4	1.5	0.23	0.39
ENSG00000119862	11	7.6	14	LGALSL	protein_coding	0.61	3.4	1.5	0.22	0.39
ENSG00000120539	66	84	52	MASTL	protein_coding	-0.51	6.1	1.5	0.22	0.39
ENSG00000120948	190	180	130	TARDBP	protein_coding	-0.55	7.4	1.5	0.22	0.39
ENSG00000123353	28	28	19	ORMDL2	protein_coding	-0.55	4.6	1.5	0.22	0.39
ENSG00000125817	65	68	94	CENPB	protein_coding	0.49	6.2	1.5	0.23	0.39
ENSG00000134308	520	320	620	YWHAQ	protein_coding	0.55	8.9	1.5	0.22	0.39
ENSG00000134574	9.3	15	7.7	DDB2	protein_coding	-0.64	3.4	1.5	0.22	0.39
